time,historical,component,n_replications,recovered_mean,recovered_median,recovered_lower,recovered_upper,event_experienced,population_variance,recovered_central
2.66,1,Total phenotypic variance,1000,8.343894073250498,8.45545620173124,7.362044070099783,9.115392713377517,0,7.9039632229222985,8.343894073250498
2.66,1,Total phenotypic variance,1000,8.343894073250498,8.45545620173124,7.362044070099783,9.115392713377517,1,8.717423184945838,8.343894073250498
2.6799999999999997,1,Additive genetic variance,1000,2.0418352360939815,2.040936975456151,1.170899748879183,2.9896793201903105,0,1.6254982125330217,2.0418352360939815
2.6799999999999997,1,Additive genetic variance,1000,2.0418352360939815,2.040936975456151,1.170899748879183,2.9896793201903105,1,2.424958379428501,2.0418352360939815
2.6799999999999997,1,Common environmental variance,1000,2.2582457640949976,2.2530879262457884,1.6988444697000993,2.8942374380316878,0,2.25,2.2582457640949976
2.6799999999999997,1,Common environmental variance,1000,2.2582457640949976,2.2530879262457884,1.6988444697000993,2.8942374380316878,1,2.25,2.2582457640949976
2.6799999999999997,1,Nonshared environmental variance,1000,4.008336576753945,4.005195605523753,3.4101815802229667,4.679178988575107,0,4,4.008336576753945
2.6799999999999997,1,Nonshared environmental variance,1000,4.008336576753945,4.005195605523753,3.4101815802229667,4.679178988575107,1,4,4.008336576753945
2.6799999999999997,1,Total phenotypic variance,1000,8.308417576942924,8.420934953898652,7.3352677812730445,9.065509796515748,0,7.875498212533022,8.308417576942924
2.6799999999999997,1,Total phenotypic variance,1000,8.308417576942924,8.420934953898652,7.3352677812730445,9.065509796515748,1,8.674958379428501,8.308417576942924
2.7,1,Additive genetic variance,1000,2.006686457122213,2.010549759801865,1.1438628210712396,2.9498271469874022,0,1.5972675069455593,2.006686457122213
2.7,1,Additive genetic variance,1000,2.006686457122213,2.010549759801865,1.1438628210712396,2.9498271469874022,1,2.3828431156012844,2.006686457122213
2.7,1,Common environmental variance,1000,2.258141850972398,2.2538697021818708,1.6977531035721047,2.8997231397934597,0,2.25,2.258141850972398
2.7,1,Common environmental variance,1000,2.258141850972398,2.2538697021818708,1.6977531035721047,2.8997231397934597,1,2.25,2.258141850972398
2.7,1,Nonshared environmental variance,1000,4.008415759427069,4.003253499934719,3.4124162290132083,4.684483288847359,0,4,4.008415759427069
2.7,1,Nonshared environmental variance,1000,4.008415759427069,4.003253499934719,3.4124162290132083,4.684483288847359,1,4,4.008415759427069
2.7,1,Total phenotypic variance,1000,8.27324406752168,8.38706579897991,7.308872754158238,9.025792466379361,0,7.84726750694556,8.27324406752168
2.7,1,Total phenotypic variance,1000,8.27324406752168,8.38706579897991,7.308872754158238,9.025792466379361,1,8.632843115601284,8.27324406752168
2.7199999999999998,1,Additive genetic variance,1000,1.9718453380944894,1.98297916877519,1.120511393187232,2.8977851060160735,0,1.5692759915529557,1.9718453380944894
2.7199999999999998,1,Additive genetic variance,1000,1.9718453380944894,1.98297916877519,1.120511393187232,2.8977851060160735,1,2.3410846816141926,1.9718453380944894
2.7199999999999998,1,Common environmental variance,1000,2.2580407379179976,2.253415010648212,1.6967529585762167,2.90274307672488,0,2.25,2.2580407379179976
2.7199999999999998,1,Common environmental variance,1000,2.2580407379179976,2.253415010648212,1.6967529585762167,2.90274307672488,1,2.25,2.2580407379179976
2.7199999999999998,1,Nonshared environmental variance,1000,4.00849326018261,4.00186725083468,3.414693658380769,4.689791035534236,0,4,4.00849326018261
2.7199999999999998,1,Nonshared environmental variance,1000,4.00849326018261,4.00186725083468,3.414693658380769,4.689791035534236,1,4,4.00849326018261
