replication,seed,converged,status_code,status_message,error_message,n_families,total_n,mean_family_size,min_family_size,max_family_size,minus2ll,iterations,elapsed_seconds,mean_H,z_year,b_a_0,b_a_1,b_a_2,g_a_1,b_cn_0,b_cn_1,b_cn_2,g_cn_1,b_e_0,b_e_1,b_e_2,g_e_1,se_b_a_0,se_b_a_1,se_b_a_2,se_g_a_1,se_b_cn_0,se_b_cn_1,se_b_cn_2,se_g_cn_1,se_b_e_0,se_b_e_1,se_b_e_2,se_g_e_1
1,11202602,TRUE,0,0,,150,18300,122,122,122,119016.2514227264,52,439.37244486808777,0.28,2.0678463542514693,1.4131197343537587,0.054414003909224296,-0.08625862183478934,0.15302598830938877,0.9451879533063918,0.03457571084028359,-0.014412796206547828,-0.014056254952974983,1.0955740743078606,-0.09497534009732805,0.09787898341351436,0.02403860075158229,0.029589043196499586,0.029631961272160376,0.013707640589910012,0.07128711130327842,0.04795005675012128,0.04618808770562921,0.01563056088769045,0.08158335491822653,0.020476421570993546,0.0064118711399847265,0.00201575687060607,0.018920653244183613
2,11202603,TRUE,0,0,,150,18300,122,122,122,118847.63458807944,66,506.4290509223938,0.27907103825136614,2.066668001878937,1.4362009506991362,0.10459574009857744,-0.10929078544721746,0.2449034063164466,0.8675715642863977,0.012758315837256813,0.008237074405812193,0.021057136609187902,1.085922947755977,-0.09904873563445797,0.10062464169142789,-0.031927836268605736,0.02936471306613643,0.030038093493819067,0.013390773959423978,0.06372038609934173,0.05154452255355566,0.041178151542931474,0.012388732505088615,0.0706454486610496,0.020831861981591756,0.006651550507682762,0.0020971076509891076,0.01934548551688335
3,11202604,TRUE,0,0,,150,18300,122,122,122,118855.55063222647,51,436.94166898727417,0.2821857923497268,2.0672376894757387,1.3713796917894732,0.06369288027106114,-0.0823339671253032,0.25161489025180184,0.831525892489003,0.12951128775865425,-0.035804944431599685,-0.02126070509154502,1.0885831795100616,-0.09305768243424789,0.10086360284858736,-0.019842722770825574,0.031581172137499954,0.032736424806477024,0.013695392878464285,0.0662443426569205,0.0596862895918456,0.06304841550536293,0.019745268868444504,0.08898034407799613,0.02017992578221761,0.00638536260763402,0.0020485751852362235,0.01919874969790975
4,11202605,TRUE,0,0,,150,18300,122,122,122,118693.41656079129,48,424.2860109806061,0.2855191256830601,2.0668761258018247,1.4472726433945595,0.07017640180750054,-0.10859582244146801,0.27642165488011133,0.8414905712051767,0.02883382113059506,0.0015044303042789863,0.027900589670401786,1.0873070138689804,-0.10694215527429861,0.10091290380397205,0.023366246180037457,0.027327036886899563,0.028402061987637835,0.01341326620408687,0.06710086198633414,0.05366418937688716,0.044930631504621815,0.013975327838361525,0.0757362142046304,0.02026690520998765,0.006538623277603606,0.002073658164920705,0.01889853382688844
5,11202606,TRUE,0,0,,150,18300,122,122,122,118959.43991276286,55,455.720988035202,0.2845901639344262,2.066750160673564,1.4023321025588253,0.09536212414913005,-0.09857312564575146,0.2497305720186612,0.867724927765308,-0.045923548945779026,0.013629764803652234,0.061243037340230136,1.0991947236165713,-0.09155198451386963,0.09788216389051967,-0.019058598508250788,0.02976423332840633,0.03040384938023558,0.012872294335621986,0.0633735571977465,0.05039196997996439,0.044358636909423814,0.01400411038523052,0.08407694903279339,0.020542275744923448,0.007290610661334867,0.0021296189575338168,0.01904273251849265
6,11202607,TRUE,0,0,,150,18300,122,122,122,118953.98577555237,50,262.22303199768066,0.2827868852459016,2.0672754124008104,1.2859937467285267,0.14420305167547234,-0.11488396273233757,0.32506660179232033,0.9768401287313995,-0.0358066029582224,0.0077107642951382005,-0.10250856358953096,1.1328606133420824,-0.08552875534412906,0.09453111371148933,-0.008733909625929607,0.036931380658717504,0.03738283463326657,0.01555558892760972,0.06918773683560123,0.045806059555727016,0.03603015128665608,0.012303977564121835,0.08693587432261844,0.01948787123589773,0.006891064664031997,0.0020385615854220337,0.019001563162225336
7,11202608,TRUE,0,0,,150,18300,122,122,122,118471.88144439447,48,424.92699790000916,0.28437158469945356,2.0672925897075403,1.3286906885392302,0.11670870268496517,-0.09247619371832985,0.21749312348008862,0.866237760921465,0.012641235861009773,0.005917530005473282,-0.12956087834424368,1.1172521043134054,-0.10807416059715896,0.09930523616925763,-0.011173326828097385,0.032691624908335784,0.03246226929601545,0.013136013993257242,0.06164630580359691,0.047962250347879175,0.0414462421975485,0.012590138345316956,0.08492093988421093,0.0200555952827105,0.006362283635944012,0.0020119810230965823,0.019425827144640008
8,11202609,TRUE,0,0,,150,18300,122,122,122,118754.18330764158,46,412.66362285614014,0.28775956284153004,2.066808751153379,1.414168420298317,0.05733438013699486,-0.08151264014406069,0.17334832488763346,0.8876306016691469,0.029489427200161858,-0.011229921404772187,8.228983263021664e-4,1.0893870835349062,-0.0998223871384579,0.10056716812928188,-0.010675433128281116,0.029495447750950234,0.02840545031760145,0.011740736762125748,0.06471509652671709,0.0533580772030688,0.051637191815399656,0.015942829126562155,0.08441511760196066,0.02082276341030196,0.006365491518113458,0.002037297220446668,0.019077951555467813
9,11202610,TRUE,0,0,,150,18300,122,122,122,118667.99292383909,55,456.14709305763245,0.28114754098360656,2.067060807718235,1.3675574810191915,0.05825531560255829,-0.08427293620559347,0.16146475163525717,0.9568403164952557,0.031688501688192094,-0.023660364827778613,-0.029129437739987364,1.123623184001583,-0.10191086083580722,0.09884685304129273,-0.029882290623569802,0.033275571855649125,0.030839277931978052,0.01297635237592518,0.07346650061875065,0.04952143149299741,0.0435659956367947,0.014686586722752713,0.09153340841226605,0.01984994194935468,0.006262387978910569,0.001945206220823012,0.018805084486811396
10,11202611,TRUE,0,0,,150,18300,122,122,122,118825.13048631663,52,440.6888499259949,0.2833333333333333,2.0674497854863905,1.3894208997028232,0.14072435446424636,-0.11713442692312687,0.20169625162866367,0.9424669805678535,-0.01465729987431036,-0.008278457651357521,0.008914078730910609,1.0810761347066324,-0.102386805397382,0.10209015893618473,0.003633706753933263,0.03155555511252359,0.03301523502561935,0.014326199005693272,0.06678461459049714,0.04879439699094694,0.039866997341315914,0.01430180435402586,0.08720330462829992,0.020225736117402107,0.006341658608651646,0.0019996517996510805,0.018681299688098597
