parameter,true_value,n_requested,n_success,success_rate,mean_estimate,median_estimate,empirical_sd,mcse_mean,bias,relative_bias,rmse,mean_estimated_se,se_bias,se_relative_bias,se_rmse,mc_lower,mc_upper,mc_q25,mc_q75,empirical_interval_excludes_zero
b_a_0,1.0986122886681098,500,500,1,1.099520284893846,1.1030819876423945,0.030919165584863142,0.0013827471211065206,9.079962257362168e-4,8.264937822942212e-4,0.030901573875924317,0.030089804470285496,-8.293611145776467e-4,-0.02682352834850338,0.0019729207597088045,1.029945571104115,1.1549188371294417,1.081027939583622,1.1214341284040612,TRUE
b_a_1,0.1,500,500,1,0.09871159393660359,0.09855084107584838,0.021033167255107493,9.406318352908603e-4,-0.0012884060633964241,-0.012884060633964241,0.021051587273076586,0.021175092878558243,1.4192562345075044e-4,0.006747705741572829,0.0014394555447167067,0.059897511411133496,0.13915370319224193,0.0844222191012219,0.11302739866764026,TRUE
b_a_2,-0.1,500,500,1,-0.10034640700160587,-0.10010005304354049,0.01167294165378289,5.220298207049471e-4,-3.464070016058681e-4,0.003464070016058681,0.011666406881712806,0.01138956338708571,-2.83378266697179e-4,-0.024276508450236593,0.0015512566763420067,-0.1235542721805564,-0.08045251383399873,-0.10767159409451077,-0.09235840486682002,TRUE
b_a_3,0,500,500,1,1.7575740013613483e-4,3.4059180085868276e-4,0.003035496290932909,1.3575152103948926e-4,1.7575740013613483e-4,,0.003037548340439297,0.003056669802352488,2.117351141957876e-5,0.0069753046586894145,3.2505748939709654e-4,-0.0056560986298689366,0.005782995935589225,-0.0017965630604953183,0.0022731167066399817,FALSE
g_a_1,0.2,500,500,1,0.2015508713906541,0.20085729679990683,0.042744219315103964,0.0019115796006746392,0.001550871390654109,0.0077543569532705445,0.04272960742106509,0.042348243029193794,-3.959762859101698e-4,-0.009263855844250941,0.002356956936740121,0.11675520511773205,0.2798741352957815,0.1748388951504923,0.2299558948483869,TRUE
b_cn_0,0.9162907318741551,500,500,1,0.915151125130172,0.915740025724108,0.023202143521472804,0.0010376314027543908,-0.0011396067439830644,-0.001243717418872223,0.023206927599188396,0.023528221847592568,3.260783261197636e-4,0.014053801788528249,0.0012749916609650028,0.87127411291009,0.9576373498452667,0.8984594086692091,0.9312719803597567,TRUE
b_cn_1,0,500,500,1,1.7047189440204743e-4,-0.001562730381566956,0.012255217826019639,5.480700027609421e-4,1.7047189440204743e-4,,0.012244143249000484,0.01252926575421629,2.7404792819665097e-4,0.0223617345760111,5.453872178726666e-4,-0.020969575936608652,0.02584350251441036,-0.008976320695180206,0.008889596787997531,FALSE
b_cn_2,0,500,500,1,-5.937570477831801e-4,-2.114342737610648e-4,0.00403346513449649,1.8038204451218968e-4,-5.937570477831801e-4,,0.004072941288676844,0.0038991583649408954,-1.3430676955559486e-4,-0.0332981109485556,0.0012164250575174538,-0.008471930761703944,0.00682767184898468,-0.0032134090783423014,0.0020977035835178133,FALSE
b_cn_3,0,500,500,1,1.3470634490452563e-4,7.079824284293787e-5,0.0011220351381221862,5.0178936839691476e-5,1.3470634490452563e-4,,0.0011289777344288276,0.0010691405243909854,-5.289461373120079e-5,-0.047141673138440275,2.179194351645378e-4,-0.0019949583317368427,0.0023104848230691005,-6.531449316163893e-4,8.417773032538865e-4,FALSE
g_cn_1,0,500,500,1,4.958280983334279e-4,0.0010829452355232499,0.023970192412381665,0.0010719795933567015,4.958280983334279e-4,,0.02395134295903099,0.024882104734219753,9.119123218380883e-4,0.03804359623609217,0.001171511028099348,-0.04710229572171088,0.044787359094595344,-0.015410344082910168,0.017609810400286606,FALSE
