replication,seed,converged,status_code,status_message,error_message,n_families,total_n,mean_family_size,min_family_size,max_family_size,minus2ll,iterations,elapsed_seconds,mean_H,z_year,b_a_0,b_a_1,b_a_2,b_a_3,g_a_1,b_cn_0,b_cn_1,b_cn_2,b_cn_3,g_cn_1,b_e_0,b_e_1,b_e_2,b_e_3,g_e_1,se_b_a_0,se_b_a_1,se_b_a_2,se_b_a_3,se_g_a_1,se_b_cn_0,se_b_cn_1,se_b_cn_2,se_b_cn_3,se_g_cn_1,se_b_e_0,se_b_e_1,se_b_e_2,se_b_e_3,se_g_e_1
39,202607239,TRUE,0,0,,250,30500,122,122,122,221726.80324148395,152,1851.3305969238281,0.28908196721311474,2.067115988734137,1.0710598284969055,0.11848458934330798,0.09671378442286353,2.2598213946942487e-4,0.18018123060718536,0.919860609696484,-0.007299817414158489,0.2006298438344869,6.551345659657506e-5,0.009478352758993357,0.7046817463593487,-0.11712506521402569,0.0959383145432217,0.0030213439763718433,0.12726802981469407,0.028617294646339463,0.021759585059817888,0.012168563797939723,0.0019981395647747616,0.023305790461535462,0.018607086450894164,0.00745763515428977,0.002136607579408997,4.637917067442474e-4,0.00865396915132524,0.04007088861076421,0.02990456076604431,0.015179923320326236,0.005849575140252715,0.11700371193524255
40,202607240,TRUE,0,0,,250,30500,122,122,122,221576.4866208857,130,1587.7495799064636,0.2879344262295082,2.066886634078537,1.1368888391658536,0.0807346972452954,0.10452520539334693,-8.369656424815168e-4,0.19425196555506663,0.9011995625292257,0.0079860905996545,0.20117258758802345,-2.3569226309864234e-4,0.0010882250715423356,0.6290361040083479,-0.05233539156174628,0.09330566799821867,0.0011707374870817415,0.017509890318870826,0.02638438738805702,0.016901397265855683,0.00936919501376352,0.0017789078167818116,0.027102018798612282,0.019379565028161544,0.0074955444042137396,0.00221084340876058,4.801611298403533e-4,0.008413490717364313,0.04723077765895806,0.036520638155612,0.018654333452020357,0.009575681162975028,0.12282637083184636
41,202607241,TRUE,0,0,,250,30500,122,122,122,221570.47021213538,37,637.3421249389648,0.2835409836065574,2.0669411427443416,1.0417292402029348,0.12376108329035523,0.10047626763051613,-0.0024844098964832374,0.22625099590041126,0.9336633260623631,-0.0017584224955331216,0.19908545363439956,1.9102390837080917e-4,0.003498791443664165,0.7788464123950434,-0.1195140226442897,0.09162861689504861,0.007684225202223724,-0.10915169298210477,0.029633701984628148,0.020790270940684568,0.010391360218878293,0.0021174312460964604,0.02588838656832698,0.018549835695884354,0.007382955112969858,0.002082860202110877,4.5102727060404525e-4,0.008372625058249972,0.03384261150459741,0.02421271463829951,0.012166207299189564,0.0037585437941509907,0.11987738378526645
42,202607242,TRUE,0,0,,250,30500,122,122,122,221267.4838997403,23,542.2379858493805,0.27898360655737703,2.066916091094178,1.100040043890825,0.10483365072478101,0.09793604055078203,1.052932179445148e-4,0.18702486924849332,0.922601018518641,0.003343801747435973,0.1986607613859741,9.027408556379297e-5,0.002080698001122093,0.6790283001442983,-0.12189008146797617,0.08776998305758385,0.006269234951392072,0.11756800945330007,0.028473815307050548,0.018833019754186026,0.010369424324843278,0.002061356373409554,0.02238029685182409,0.018784546121940596,0.007284481613539987,0.002201926017112035,4.6660698718879544e-4,0.008452685191135127,0.04773638983125287,0.030504596097196957,0.020054408213986075,0.005706070986375579,0.11633753628406213
43,202607243,TRUE,0,0,,250,30500,122,122,122,221379.20107463395,160,1846.401221036911,0.2859672131147541,2.066846210335052,1.097930587654735,0.10320012739519399,0.09026261647430132,0.002024358314185349,0.21687648196820344,0.9261545433827542,0.0059711473722798775,0.19617356465348718,3.836167150683844e-4,-0.005024019092977027,0.707377691848803,-0.1046444896363388,0.11295890949269366,-0.0014636024942979715,-0.02934198592615386,0.02881569046535168,0.02109629560412126,0.012443717764985386,0.0019621661777315053,0.024895779431036665,0.0195569536033821,0.00844710051544494,0.002761518300242088,5.119283538358704e-4,0.008643253087981792,0.03947431443816574,0.03266930905653993,0.013687946584064067,0.007144823984771998,0.13356308473438888
44,202607244,TRUE,0,0,,250,30500,122,122,122,221154.79933188236,131,1605.8845109939575,0.28380327868852456,2.067170070160349,1.100293170734696,0.10536117618009515,0.09405196558247626,0.001174611240928534,0.2144180238893368,0.9494357771256976,-0.017161119915571062,0.1982020606175814,5.527132002714497e-4,0.018800937455612097,0.6840947401339682,-0.05196343168356379,0.10453105611679168,-0.005643042331146378,-0.1408395815853522,0.029010447256024814,0.019772023393676876,0.010171617760034184,0.001847460311109353,0.022410762666433267,0.018907214725742753,0.00764497876427505,0.002428150298334759,4.94701242497842e-4,0.008671254154263343,0.04263646532623179,0.030369481537654168,0.013962888279563702,0.005551934461410745,0.15646591662020465
45,202607245,TRUE,0,0,,250,30500,122,122,122,221682.3010832248,129,1582.6532180309296,0.28570491803278686,2.0667812122422826,1.107553029513097,0.11887643238902941,0.09024357612609801,8.711332282194805e-4,0.2293822422665732,0.9168427821427343,0.0033085096829369143,0.19790284001570643,2.9139003764609613e-4,0.00947731858931479,0.6959341734159746,-0.12862836462595165,0.11198960984594618,-0.0020903726820639856,-0.26738252608247176,0.02694105948227649,0.02074713936369142,0.01095918100706119,0.0018175685161114473,0.02296175117577128,0.019566977050752127,0.008517477280236132,0.002875715654761464,5.291810722875745e-4,0.008372967251784706,0.03958773426196754,0.02942056606319321,0.013525964915413767,0.005231464048347236,0.25588513438806487
46,202607246,TRUE,0,0,,250,30500,122,122,122,221018.2943756165,136,1114.9263150691986,0.2840655737704918,2.0668345700498776,1.0851209436751588,0.10928894657660522,0.10011358530766232,1.9866110534599063e-4,0.1801264354914332,0.921851898870504,-4.5613777248734255e-4,0.1977971928076738,2.8693608011196205e-4,0.0028369094614090888,0.711463613610913,-0.0695391999892772,0.08561398517561436,-0.006142070822166754,0.14028961893558475,0.02830866043161633,0.020047337516555096,0.010371767458194679,0.001813220669095944,0.020791320805868315,0.019678911060143963,0.00805738953480292,0.002399044949018058,5.077608800210655e-4,0.00853101451510861,0.03933871015484587,0.03189090095215959,0.014664744532916775,0.00641950724245255,0.13151615703952726
47,202607247,TRUE,0,0,,250,30500,122,122,122,221098.30586173918,26,539.7095611095428,0.2835081967213115,2.0671484418465753,1.0845232995615077,0.10028585821112289,0.1070280511239394,-4.99145082119704e-4,0.169706497155859,0.9208167710597377,-0.002068183556571313,0.19803397179081442,5.038556594910344e-4,0.007334147113558671,0.7200061257518213,-0.08253344953443324,0.08601267374897847,-0.00782815150940151,0.17610841561468735,0.030909845933216284,0.01908188101372566,0.011112105593486226,0.0021554899470062204,0.01905636685561391,0.01920154532391571,0.00810212421957951,0.0026851866017601504,5.189406564214221e-4,0.008652322491765872,0.04483843096004296,0.03142747850747717,0.018147661031279537,0.00787777174442104,0.12381811920403986
48,202607248,TRUE,0,0,,250,30500,122,122,122,221015.48851466796,156,1806.0586071014404,0.2816393442622951,2.066728152206315,1.1257357200215823,0.09021355599854754,0.09095338683106044,8.531458214094853e-4,0.2173928826539876,0.9314614547366225,0.0011663902787974187,0.19574943348512053,5.457559843468412e-4,0.008108826327877152,0.6374086698961673,-0.09460088308115192,0.1173896118648887,0.0023628089249247294,-0.0033710323569239187,0.02743754860441592,0.01827432463972543,0.009165020624789045,0.002178578796420506,0.023096956262763597,0.01904175777758922,0.007718107591606042,0.002480040523117143,5.098872007728232e-4,0.008565326782496208,0.04530996216591698,0.02780213099631573,0.014259381678026711,0.005134972140040379,0.1134742772842946
49,202607249,TRUE,0,0,,250,30500,122,122,122,221160.9224576794,109,1418.264846086502,0.2827868852459016,2.067208090880528,1.0334456409370842,0.1815300967453431,0.07728459213230901,7.715498896718461e-4,0.21408610739319905,0.9099431508965687,0.0010312202808128077,0.20269432941718096,-3.5287307686125924e-4,0.004759518369537098,0.75858570975733,-0.15356379938182138,0.0993883248605672,0.005816287982625709,-0.1265896816355597,0.030321540373221267,0.026157422791732176,0.012574868335375279,0.0021453160480115,0.024995597524106596,0.01955227391826655,0.007789419562269202,0.0020418073340707056,4.7377998953755543e-4,0.008387212922833096,0.03458264691683647,0.0267098141634322,0.01219208540006711,0.00366846336612203,0.16339897192928304
50,202607250,TRUE,0,0,,250,30500,122,122,122,220942.4666331032,170,1917.8275389671326,0.2840327868852459,2.0667150927592046,1.1024853018014247,0.11999946116607536,0.10010680501512433,-0.002006554302349423,0.19699176918290923,0.8893578465772594,0.005234323521055301,0.20359660968621338,-8.738255203218289e-4,-0.0016108914233023172,0.7260017580544406,-0.1377185423271811,0.07770546219090498,0.008494231103872103,-0.022783093619434314,0.02718516920653731,0.019156125219636954,0.009074914878939133,0.0017257262807054373,0.02247336710836292,0.019727466278618436,0.007572748447162089,0.002240801989547587,4.913657418420255e-4,0.00841825762527913,0.039325625304937065,0.03063227327498337,0.01587981323514501,0.004883610012532095,0.16393274234189353
