time,historical,component,n_replications,recovered_mean,recovered_median,recovered_lower,recovered_upper,population_variance,recovered_central
-2.4,Before historical event,Total phenotypic variance,3,9.36238156055758,9.38271873534513,9.232078869672883,9.47539765287286,9.436934625302664,9.36238156055758
-2.4,After historical event,Additive genetic variance,3,4.580360550190577,4.692292932815131,4.124180386996414,4.94139818815387,4.34679117699403,4.580360550190577
-2.4,After historical event,Nonshared environmental variance,3,4.9186406450009645,4.818178182749901,4.4333895588206955,5.489284824094638,4.980039946719958,4.9186406450009645
-2.4,After historical event,Total phenotypic variance,3,9.499001195191543,9.510471115565032,9.374787746974565,9.613465211091052,9.326831123713987,9.499001195191543
-2.38,Before historical event,Additive genetic variance,3,3.8833489107459442,3.950933519326189,3.7137357301012437,3.995515174097436,3.9410134554688527,3.8833489107459442
-2.38,Before historical event,Nonshared environmental variance,3,5.481464327839181,5.526745601940354,5.3943588153152575,5.530080757377108,5.4993940444588585,5.481464327839181
-2.38,Before historical event,Total phenotypic variance,3,9.364813238585125,9.385252666683543,9.235860009312447,9.476392953974146,9.440407499927712,9.364813238585125
-2.38,After historical event,Additive genetic variance,3,4.587437555497312,4.698227330219116,4.1332782682325995,4.94742553424849,4.355493458728993,4.587437555497312
-2.38,After historical event,Nonshared environmental variance,3,4.915054983798748,4.8159292219895065,4.432780979089416,5.481585886045934,4.976057507950486,4.915054983798748
-2.38,After historical event,Total phenotypic variance,3,9.502492539296059,9.514156552208622,9.380206513337907,9.614864154278534,9.33155096667948,9.502492539296059
-2.36,Before historical event,Additive genetic variance,3,3.8895164207850073,3.9598735413674904,3.718463778977425,4.000765510097478,3.948903369664014,3.8895164207850073
-2.36,Before historical event,Nonshared environmental variance,3,5.477743453668465,5.522262345785569,5.391745735126924,5.525900113910466,5.494996288560198,5.477743453668465
