parameter,true_value,n_requested,n_success,success_rate,mean_estimate,median_estimate,empirical_sd,mcse_mean,bias,relative_bias,rmse,mean_estimated_se,se_bias,se_relative_bias,se_rmse,mc_lower,mc_upper,mc_q25,mc_q75,empirical_interval_excludes_zero
b_a_0,1.0986122886681098,5,5,1,1.131153720650592,1.1360296441758189,0.05226814000942008,0.023375022823707958,0.03254143198248225,0.029620487881064472,0.0569606141426336,0.047520257194984844,-0.004747882814435236,-0.0908370340628066,0.005404474831870228,1.0712710751839305,1.1868931015171245,1.0871493704095712,1.1748517376758942,TRUE
b_a_1,0,5,5,1,-0.00944493451612806,-0.0023200738197728145,0.038326533592322284,0.017140146890872367,-0.00944493451612806,,0.03555763391701808,0.01867707751069083,-0.019649456081631454,-0.5126854489540298,0.019690513936047902,-0.06516686052829355,0.0287384598117161,-0.01623230960457671,0.011250136894322603,FALSE
g_a_1,0,5,5,1,-0.035085359679445254,-0.05872665364103493,0.08264477384966987,0.03695986646259176,-0.035085359679445254,,0.08182364804606614,0.06685699552170059,-0.01578777832796928,-0.1910317808684081,0.017766253998347383,-0.12702308051137456,0.07538718547988299,-0.07355910737601379,0.006816313314663079,FALSE
b_cn_0,0.9162907318741551,5,5,1,0.8934432390552637,0.8925957723872023,0.05188415111188648,0.023203297768209893,-0.022847492818891445,-0.02493476363354656,0.05172600929310276,0.04627906485534232,-0.005605086256544163,-0.10803079816140727,0.006661906222916353,0.8226635921828456,0.9521462880504629,0.881404457663407,0.921531167795213,TRUE
b_cn_1,0,5,5,1,0.010535326910289113,0.015445545946365935,0.019412656713675286,0.008681604007129121,0.010535326910289113,,0.020309458526830883,0.019309791816362235,-1.0286489731305137e-4,-0.005298857278024599,0.001046095273607476,-0.01906401399726092,0.026230024288847378,0.010443907907661403,0.02248355390857012,FALSE
g_cn_1,0,5,5,1,0.020387722693737138,0.006910015250859311,0.057236314599722206,0.025596858045308504,0.020387722693737138,,0.055104045258069966,0.05630848141305457,-9.278331866676356e-4,-0.01621056829316084,0.0035477823867586327,-0.03235063647554905,0.098883439233176,-0.02603325430087502,0.04977442384889604,FALSE
b_e_0,0.6931471805599453,5,5,1,0.6704676205193466,0.6850735110683539,0.06521024960086155,0.029162910187450992,-0.022679560040598658,-0.03271968880011518,0.06258005885296411,0.07194049448820233,0.0067302448873407805,0.10320839022293607,0.01264759031900137,0.5766780529525292,0.7398247740962289,0.6623817461695426,0.6926623854889365,TRUE
b_e_1,0,5,5,1,6.040494185731997e-4,-0.0020967277941360283,0.04803393919627058,0.021481430653990524,6.040494185731997e-4,,0.04296710750642745,0.028862326738949045,-0.019171612457321536,-0.3991263839300118,0.01965470523480499,-0.04716217405644498,0.0707003142272105,-0.02454117813025612,8.750996646765397e-4,FALSE
g_e_1,0,5,5,1,0.0309229025721988,0.033832453560519705,0.05442185680827712,0.024338194257013477,0.0309229025721988,,0.05766816021218463,0.09641536985592693,0.041993513047649804,0.7716295530964488,0.047221000075845704,-0.05012872862585842,0.0755913698839705,0.03233826259359637,0.07171325254679711,FALSE
mean_y,2,5,5,1,2.0185316371046143,2.0066905169329643,0.06976578627881816,0.0312002081246319,0.01853163710461412,0.00926581855230706,0.06509403599300397,0.1292079027840905,0.05944211650527234,0.8520238884388489,0.05954427091170914,1.952982654978745,2.1121656697631925,1.9589588837358465,2.0563193375006015,TRUE
b_mean_1,0,5,5,1,-0.04522764067919206,-0.04608572784005723,0.036460941457613756,0.016305828724572924,-0.04522764067919206,,0.05575894262794569,0.03630878608428837,-1.5215537332538553e-4,-0.004173105993499038,7.077741307925315e-4,-0.08961450876440835,0.00336721483697904,-0.04969918761005223,-0.04505072998105205,FALSE
g_mean_1,0,5,5,1,0.06752408061257954,0.07648558190431574,0.11782848591104912,0.052694500836596415,0.06752408061257954,,0.12516526329715597,0.10366211611907249,-0.014166369791976635,-0.12022873486358032,0.01419604909269767,-0.062370464638806196,0.20788331400590837,-0.03272103508612611,0.14460664718065316,FALSE
