parameter,true_value,n_requested,n_success,success_rate,mean_estimate,median_estimate,empirical_sd,mcse_mean,bias,relative_bias,rmse,mean_estimated_se,se_bias,se_relative_bias,se_rmse,mc_lower,mc_upper,mc_q25,mc_q75,empirical_interval_excludes_zero
b_a_0,1.0986122886681098,12,12,1,1.0929506446449067,1.1104024910988843,0.07658447964004328,0.0221080349679632,-0.005661644023203026,-0.005153450477116778,0.07354231111840986,0.06800711632974145,-0.00857736331030183,-0.11199871502184934,0.012042266335648356,0.9539092446519803,1.1744403125707543,1.0434634122552622,1.1507269374775788,TRUE
b_a_1,0.1,12,12,1,0.0834149864678371,0.0734473749410487,0.03889276284932453,0.011227373550292899,-0.016585013532162914,-0.16585013532162912,0.04076341201467327,0.045090551020587614,0.006197788171263083,0.15935582142297516,0.009148264653661819,0.04102790131269936,0.1375023858638424,0.04866259633938325,0.1150331422333974,TRUE
b_a_2,-0.1,12,12,1,-0.0886702863680296,-0.09753415837971276,0.024592579910894433,0.007099266315811142,0.011329713631970408,-0.11329713631970408,0.02612963481247631,0.022859450185054697,-0.0017331297258397355,-0.07047368483173921,0.007892408226277977,-0.11735705211395064,-0.04192166915447802,-0.10536971743322568,-0.07327770649754344,TRUE
b_a_3,0,12,12,1,-0.002905242112849686,-0.004549052779007112,0.005154621317750236,0.0014880110026868412,-0.002905242112849686,,0.005726812020623986,0.006404447338574407,0.0012498260208241713,0.2424670880323106,0.0024244419937924136,-0.010428539327721812,0.00447510504140595,-0.005887853057501722,7.776498040152581e-4,FALSE
g_a_1,0,12,12,1,-0.035311462118876785,-0.015304164042282062,0.10370966449627977,0.02993840135724645,-0.035311462118876785,,0.1053863652996734,0.0926665849578818,-0.011043079538397976,-0.10648071799320215,0.016765210347996103,-0.19602724974458935,0.12577192325592648,-0.1024470559843649,0.02195301271607896,FALSE
b_cn_0,0.9162907318741551,12,12,1,0.9176409752449224,0.9365993913530699,0.048880960206729086,0.014110717766801213,0.001350243370767279,0.0014735971060249942,0.04681943049629944,0.0539010772205822,0.005020117013853111,0.10270086742612776,0.006276957448706002,0.8263672543615413,0.9718327123543831,0.8895676292318698,0.9540574836486942,TRUE
b_cn_1,0,12,12,1,0.00883763816800542,0.008995331034143426,0.021019972845854266,0.006067943490456293,0.00883763816800542,,0.02198006298047542,0.028221333848327607,0.007201361002473341,0.3425961134813575,0.00791249215276494,-0.01864529803152252,0.04081884377750765,-0.008778508539595262,0.01961094993563621,FALSE
b_cn_2,0,12,12,1,-0.004253612188752917,4.2706059139544574e-4,0.011976837321324011,0.0034574151257533874,-0.004253612188752917,,0.012230459088765997,0.012021427468322354,4.459014699834292e-5,0.0037230318657625037,0.004661326978827121,-0.029078810386904783,0.0074360932692621225,-0.007698887544657303,0.003229456256782827,FALSE
b_cn_3,0,12,12,1,4.982647116575947e-4,-2.3526973027366007e-4,0.0022874382064930884,6.603265321367097e-4,4.982647116575947e-4,,0.0022460209576858027,0.0025193802039583,2.319419974652114e-4,0.10139814785239848,6.819190538669927e-4,-0.0017135941245248428,0.005624121902874837,-0.00049165917307024225,5.48324174707553e-4,FALSE
g_cn_1,0,12,12,1,0.005201480657678488,-0.0016298973524294831,0.03665886674878513,0.010582503292798858,0.005201480657678488,,0.035481523873634416,0.03951030269001058,0.002851435941225451,0.07778298114793598,0.003836395227661599,-0.048679233134590924,0.07334399022191143,-0.012984907462695603,0.01422850633372625,FALSE
b_e_0,0.6931471805599453,12,12,1,0.68806336269777435,0.6939732477573199,0.05686343596750235,0.016415060031442268,-0.0050838178621709735,-0.007334398818536795,0.05467944182460274,0.07778031108507275,0.020916875117570392,0.3678440242254172,0.02327618060469349,0.5974719414044751,0.7762005104093418,0.6493168452590102,0.7228160513227802,TRUE
b_e_1,0,12,12,1,0.013765162506158673,0.006495759859602135,0.023929298542315024,0.00690779347746225,0.013765162506158673,,0.026727764905074395,0.03599606509343569,0.012066766551120666,0.5042674581447749,0.01312754661453178,-0.020691816064024905,0.045719449993438216,-0.0030211988390684433,0.037616854432714904,FALSE
b_e_2,0,12,12,1,-0.0046288745204167165,0.0029339835250794025,0.019916323132171877,0.005749347260813502,-0.0046288745204167165,,0.01962221731877985,0.01633849080603886,-0.003577832326133016,-0.1796432153861551,0.0061076368598357265,-0.04295722081050206,0.015525082389909357,-0.013048973437141282,0.007868173685958013,FALSE
b_e_3,0,12,12,1,3.048563636940202e-4,-5.648113042319292e-4,0.0036131187552342313,0.0010430175429742845,3.048563636940202e-4,,0.0034727048459317687,0.0031530240585926606,-4.600946966415707e-4,-0.12734004271933866,8.676463009392993e-4,-0.0036518030746636363,0.006975735012422667,-0.002413837447292639,0.001778328007797292,FALSE
g_e_1,0,12,12,1,0.014916631464237003,0.022876721546133225,0.026591055062423045,0.007676176399163053,0.014916631464237003,,0.029507057112860505,0.04703387371850181,0.020442818656078766,0.7687855411561832,0.021261909357551317,-0.035479875786751984,0.04875870269013197,-0.002507804754715056,0.029513402562172383,FALSE
mean_y,2,12,12,1,2.030569128165084,2.058217003594499,0.09811387097851773,0.028323034910341712,0.030569128165084076,0.015284564082542038,0.09878567187922611,0.13770396222938655,0.03959009125086882,0.4035116630913193,0.03989475259213128,1.8501118899489741,2.142305954689534,1.9870651421946375,2.1070852719287427,TRUE
b_mean_1,0.5,12,12,1,0.4732288848386129,0.4614660819606424,0.05605795479622147,0.01618253764590917,-0.02677111516138707,-0.05354223032277414,0.05997759897043388,0.0533444579714347,-0.0027134968247867694,-0.04840520555290879,0.003120110969880797,0.40377701653554177,0.5587519828221361,0.4254872422939396,0.5254259674583794,TRUE
b_mean_2,0,12,12,1,-0.0012057054963688614,-0.004965600548854672,0.011316801405539291,0.0032668791689268225,-0.0012057054963688614,,0.010901890675108704,0.01779625784185146,0.0064794564363121684,0.5725519255945092,0.006718534503852154,-0.012778204043679011,0.020574736443898158,-0.009398785188035325,0.0029157562482359104,FALSE
