replication,seed,converged,status_code,status_message,error_message,n_families,total_n,mean_family_size,min_family_size,max_family_size,minus2ll,iterations,elapsed_seconds,mean_H,z_year,b_a_0,b_a_1,g_a_1,b_cn_0,b_cn_1,g_cn_1,b_e_0,b_e_1,g_e_1,mean_y,b_mean_1,g_mean_1,se_b_a_0,se_b_a_1,se_g_a_1,se_b_cn_0,se_b_cn_1,se_g_cn_1,se_b_e_0,se_b_e_1,se_g_e_1,se_mean_y,se_b_mean_1,se_g_mean_1
54,2026072065,TRUE,0,0,,50,6100,122,122,122,32811.47411504696,24,71.29285502433777,0.28704918032786886,2.0690866150586924,1.0785795518379744,-0.001553905561949342,-0.029072122870528065,0.9226513843911659,-0.011755262427182415,0.02472104989207458,0.6306799095062965,0.017915895376049176,0.04316208225598761,2.051322462584353,-0.050189066504285985,-0.10407236868506635,0.04660244289622625,0.01716889326887435,0.06794226458195693,0.040428786627374196,0.017064797938779835,0.05676204710694859,0.06790286129855033,0.024863544918651823,0.08848837705369186,0.12516381743129115,0.03504367466452031,0.1012835503637975
55,2026072066,TRUE,0,0,,50,6100,122,122,122,33181.05396876022,25,73.10609698295593,0.2813114754098361,2.067547777884253,1.0261163651664145,0.03599574267405182,-0.05675577912646931,0.8707569935758362,0.023843145283176857,0.0012402597309602284,0.8307944094016987,-0.04543419136163055,0.0012413183034598186,2.0657185355382137,0.01550257992858632,0.09285274481635243,0.057988847947662514,0.0254613216616264,0.07555870566845294,0.0578568640374297,0.02298067490808635,0.05732798053269196,0.05505608343170928,0.03134397179497366,0.1039518042222838,0.12367158451482746,0.03689066553002374,0.10368000424397762
56,2026072067,TRUE,0,0,,50,6100,122,122,122,32993.23291543915,26,53.64342498779297,0.28327868852459015,2.0675622294488827,1.1009174466394211,-0.025652975662853,0.0872731575496993,0.9500692077470135,-0.001847985242494496,-0.028550669102947412,0.6294595020272858,0.04107657732014103,-0.07101184466319711,2.1899652636856226,-0.035686479754816425,0.03959874839087997,0.04687505675876023,0.01951514510068068,0.058913038670248614,0.04134797168807432,0.017442783335562886,0.052974452911941264,0.07335582325995489,0.02693645232568666,0.08451520419346727,0.12817248968461914,0.03599988962569026,0.10288826353367932
57,2026072068,TRUE,0,0,,50,6100,122,122,122,33003.10191921403,25,72.95202898979187,0.2824590163934426,2.066890073665127,1.143336546977351,-0.011641627939082192,-0.0069724145156183455,0.8504322333096821,0.016596321258527207,0.0665654500288538,0.6823716428300651,0.004823799746246018,-0.07882991830065919,1.9842166776502963,0.009579626445829003,-0.13460461305332258,0.04707269638075023,0.02032081906440829,0.06513200950065855,0.04941069542453031,0.020312059910926557,0.054954788731952434,0.07320870307237701,0.030745860859201092,0.10409887269758941,0.12875322057932495,0.0356966743541407,0.10262533872769745
58,2026072069,TRUE,0,0,,50,6100,122,122,122,32932.44780883745,26,73.24534797668457,0.2854098360655738,2.0686574670114015,1.055310518375199,-0.005180584655110706,0.1477078579160022,0.9370983293085904,0.010646154702739576,-0.1654271815176233,0.7407196493777911,-0.014319002877369412,-0.15074743442620764,1.833269983035334,0.0026443841166598706,-0.14820281809319324,0.05266343015865244,0.018902382117234304,0.06315385864130639,0.0445764983659335,0.01814637689773388,0.059637176369208754,0.06098771737585663,0.023901451518346693,0.12210001139521645,0.12618541252091034,0.0362526941805853,0.10240751479737352
59,2026072070,TRUE,0,0,,50,6100,122,122,122,33042.7265998981,24,70.63304901123047,0.2824590163934426,2.066796394158534,1.0245683672163233,-0.029282769337624966,0.13912296327862955,0.9294120445266509,0.013395549457839688,-0.09201264762692521,0.7763632430016182,0.01851941622402364,-0.12284364771750939,2.0912817673725783,-0.00651912077926176,-0.021473344823988518,0.060596607376774976,0.029383878086670683,0.07891222976259976,0.04554423962102564,0.01830091987620258,0.05812424534959099,0.06393081968765503,0.02746903448851774,0.08927926617113377,0.12559225974201682,0.03688561533838046,0.10413695211520325
60,2026072071,TRUE,0,0,,50,6100,122,122,122,32978.672851922856,29,77.12752985954285,0.2754098360655738,2.0666727443119117,1.1056538103024738,0.020167214940490227,-0.03868422177723965,0.9373254131038736,-0.010104728488591142,-0.07423996066860508,0.6344491899746689,-0.005942620192421995,0.019818645357525064,2.027430484298252,-0.04007440011170937,0.00911168941747334,0.0558352466982251,0.027173975973290458,0.06196535191376553,0.04420777813472568,0.02062412719337795,0.06130063687338359,0.08623353986215306,0.04517477398462829,0.10942290729141872,0.12670928602955994,0.03597846175798885,0.10343103396507417
61,2026072072,TRUE,0,0,,50,6100,122,122,122,33086.30195237884,24,72.12210607528687,0.29737704918032787,2.068439297703723,1.0836427671403783,-0.03789045980454741,0.03002421564741132,0.9683582399324251,0.008974064680543103,-0.0696225880314726,0.6462595667187023,0.06628415487140339,-0.08872793165496584,1.9244602906900432,-0.0033176007648968654,-0.08587342077108935,0.04896199368653133,0.02143304638610735,0.07671554552204354,0.042666799821778796,0.018054753580984916,0.053901299898249495,0.0680746382039564,0.023398269555435725,0.07541321816882418,0.129006269754491,0.03712376100342966,0.10304980673782489
62,2026072073,TRUE,0,0,,50,6100,122,122,122,32887.611182981884,25,73.39443302154541,0.28590163934426227,2.071591316076956,1.1205593308006763,-0.004988320302628151,-0.10203482012505732,0.9705654166185906,-0.02411852961328256,0.06736073092754342,0.5680700973411533,0.025692000596784788,0.10885249937957635,2.0518225192407025,-0.030030212746886116,-0.006179089258951656,0.04646782924727484,0.0174800438591532,0.06386526757931854,0.03939057218609645,0.016896622873713248,0.05398083201595185,0.07907620594071905,0.028143362248969142,0.08077725407378883,0.12890526977004127,0.03512335030117093,0.10275404630364739
63,2026072074,TRUE,0,0,,50,6100,122,122,122,33069.837918659454,26,74.81672406196594,0.29065573770491804,2.0715802029086263,1.0766089799353507,-0.0021052057731603927,0.09109280451865026,0.8475789630111059,0.034939773027098775,-0.017557673683098136,0.7391706610837603,-0.002142115164866032,-0.11440234328281018,2.1586327129317433,-0.03815700075804669,0.055259157796299516,0.05062291106366773,0.020930882291220487,0.06811307955738542,0.047899224176707784,0.020315233967131748,0.06172564542556335,0.061291738554387416,0.026178060956323947,0.11170324271309967,0.12443317519688467,0.03546334389943057,0.10393573639166091
64,2026072075,TRUE,0,0,,50,6100,122,122,122,33081.567160318344,26,75.36829113960266,0.28655737704918033,2.0670822868401655,1.1641722649101485,-0.0064578880273195955,-0.03357967491476649,0.8558116117737682,0.023252780496596584,0.05143245862565512,0.6411433922999106,-0.011807807183218808,0.10128637744380296,2.222031741307446,0.03592795531314683,-0.23246455766778032,0.047815045338468254,0.024662584810170814,0.06452424133122489,0.048532491023144636,0.019254362215958883,0.05533063254109614,0.08580530579510853,0.04521546789926828,0.1062781563406051,0.1293911272283002,0.035274753456346696,0.10253378021271818
65,2026072076,TRUE,0,0,,50,6100,122,122,122,33140.023494278474,23,70.67016506195068,0.28065573770491803,2.068015412493393,1.1340196211342521,-0.011957360662863535,-0.07400357016239519,0.92800996792844,0.006664015241168701,0.061518327928828415,0.667633841604072,0.02356674098158909,-0.035741451064251376,2.2138991650406434,-0.044644621738833844,0.04453130998289775,0.04582013397661848,0.017209052014752202,0.06762536820901571,0.04308339956099729,0.017348601187854622,0.05111220068379995,0.06820383270587077,0.02424413131350051,0.085378889308451,0.13026867644715348,0.03582327666980398,0.10317622345771463
66,2026072077,TRUE,0,0,,50,6100,122,122,122,33109.14475760047,26,53.561347007751465,0.2840983606557377,2.0712981087534144,1.0859735081984956,0.011938642976111748,-0.05049357864792331,0.9227808942434073,0.007416684781558571,-0.021211664194280208,0.693802148473528,-0.011868926203643425,0.1098326589293032,2.0994767007785353,-0.037796965375673564,-0.03152976678061824,0.05953519672078051,0.03092097223936836,0.0673323072339889,0.0463439763118375,0.01980226049542646,0.05632046470502384,0.08098737132993325,0.044252054790177,0.09333417435639976,0.12659124743779768,0.03606311226520642,0.10409894770795092
67,2026072078,TRUE,0,0,,50,6100,122,122,122,33134.69944915933,26,74.97508311271667,0.28885245901639345,2.0677891811059,1.063831677690597,0.0030760522374266917,0.14402453439632104,0.9574589857707985,-6.208044170669564e-4,-0.1375905784875871,0.6727141866420621,0.028135678607294767,-0.19177705019741279,1.7626567576900432,0.00870279014107264,0.1991020062425864,0.05239799924146632,0.021451794170328095,0.06690059323127688,0.042573382786645374,0.0184632597197219,0.06622152014166163,0.06863120304136139,0.02763262140237767,0.12531015751904112,0.12504322870325507,0.03576647427439658,0.10679618597052688
68,2026072079,TRUE,0,0,,50,6100,122,122,122,32893.26579234971,25,74.1847460269928,0.28147540983606556,2.0676698391537682,1.040747501783209,-0.016441392057738896,0.015671901980976368,0.9236963095644944,-0.020682657882436235,0.05651107300758875,0.719118575964392,0.023658024356550157,-0.030900649363426798,2.1158522925111156,0.006521139983595578,0.13023108736340908,0.05982401798710771,0.031667450658405226,0.07824420114785356,0.04380861381214284,0.019815202514225402,0.06080092926004892,0.07317672850315793,0.03369086955131523,0.08106575171467095,0.12471777561854569,0.035903925566156646,0.10274293469867617
69,2026072080,TRUE,0,0,,50,6100,122,122,122,33205.183145054776,26,75.48796010017395,0.2716393442622951,2.072024325044928,1.0655531966261338,0.003485324262134097,-0.004758317399567843,0.9459110209428315,0.008415952713331653,-0.0911412981306698,0.7533407626593922,-0.0038802854108213624,0.009035755288068907,2.008310934153661,-0.011885392581437206,0.037685684622573205,0.06086728505684872,0.02560034690896471,0.06751965948345534,0.04697768492808165,0.020054258733335835,0.05743061527444029,0.07008372948432494,0.02954998255149506,0.08403840059803272,0.12716197821371877,0.03691611240217908,0.10527595604199766
70,2026072081,TRUE,0,0,,50,6100,122,122,122,33138.04598305715,26,74.20197677612305,0.28475409836065574,2.0690134749743416,1.1294351750481313,-0.02093289487801817,-0.047042086202637924,0.9597411614575866,-0.006916827488431418,0.018257966428248854,0.6613591318507305,0.032443888566782264,-0.021390238426613317,2.058343849074471,0.048037043588008116,0.0694593246022702,0.05440644673669661,0.025662000931042685,0.06529461636053036,0.042925349583357655,0.01876729487957959,0.050338807742374606,0.08303166660586604,0.03392259711729861,0.07698087205242578,0.1310772711464173,0.036773701297815035,0.10378931485151782
71,2026072082,TRUE,0,0,,50,6100,122,122,122,33207.0913940162,27,81.980642080307,0.2880327868852459,2.0699843757362486,1.1432795139859262,-0.007798287016050138,-0.006255635853572635,0.9299892511688749,-0.010272556511500846,-0.04031483345386341,0.6218724044966477,0.031192923829889255,0.030337376843892552,2.136229941833044,-0.0028825477655838446,-0.14687027656294246,0.04924813020033851,0.023050298079976723,0.06139754511020657,0.042882845416824335,0.018897680399757654,0.05975065274309516,0.08333972807842376,0.03552636377887503,0.08765037523238092,0.1304524948526266,0.03610159495350135,0.104889409639785
72,2026072083,TRUE,0,0,,50,6100,122,122,122,33128.9330200159,27,82.7028820514679,0.28590163934426227,2.0674819192207754,1.163081541508178,-0.007445575829508637,-0.09980054557933002,0.955205851263645,-0.00659929764725707,0.04968184249485447,0.6194444984057427,0.00582782503408551,0.09615462083132531,2.0295148517201476,0.05607897181345574,-0.025959440398523437,0.0467785252957872,0.018679187578955356,0.06571399114875677,0.04389666594128271,0.018173376402902345,0.0515170658967799,0.07956654586924362,0.030823981103432863,0.09095810263332756,0.13214041320240116,0.03655998428141741,0.10386316040840059
73,2026072084,TRUE,0,0,,50,6100,122,122,122,33057.78937048861,27,80.93451404571533,0.28327868852459015,2.0682287869743354,1.1571121077898665,-0.028947453410212015,-0.018881437362097082,0.9387709948443757,-0.005417708884503335,0.007326820620109915,0.6034726981998589,0.04802077037833962,-0.05022365737308654,1.885575860455987,0.007855095189860639,-0.12416422097043314,0.045343291017684195,0.020272356281130974,0.0699810783820394,0.043656335588418194,0.018549964482774663,0.057155212737802774,0.08067414224642988,0.0301449788500584,0.09007580428015427,0.13221303012141639,0.03664150982886949,0.10206003666778551
74,2026072085,TRUE,0,0,,50,6100,122,122,122,33008.079605006715,25,79.40861797332764,0.2837704918032787,2.0695590366851473,1.1179423226084109,-0.010232115646283962,-0.06121215902679888,0.8586984682869656,-0.01330507486012449,0.17403651375646645,0.7000515223436354,0.014931003773901915,-0.03348459776630819,1.7544624558467246,0.021703482119763126,-0.015789731234753152,0.05068466643691496,0.024295377460148614,0.07128621307851771,0.04604139864923422,0.020365316131832192,0.05770921186353962,0.07237915602340482,0.03232847463725798,0.08737348124672727,0.12774025383603876,0.035100753116423904,0.10422486428754862
75,2026072086,TRUE,0,0,,50,6100,122,122,122,32887.60891393968,28,84.10861086845398,0.28688524590163933,2.068637289750147,1.02618762838449,0.021325373980621547,-0.05740379216144828,0.928658044864994,-0.015842288448317275,-0.0629585428591916,0.7227566557951,-0.013856100729177376,0.08863582694346789,2.013936446619018,0.0316136114945928,0.06533655394360327,0.06465032694483006,0.02920128393478394,0.06791406306460249,0.049235923179518026,0.022783472555829482,0.06520971938962261,0.07080027474701467,0.03461790985949141,0.08344575822481112,0.1230253152100935,0.03562069615531311,0.10165046325856955
76,2026072087,TRUE,0,0,,50,6100,122,122,122,33129.05237486372,27,56.48347496986389,0.28114754098360656,2.0685428030027952,1.2004308576881646,-0.013380068241846475,0.026074265155127174,0.8888335735588127,-0.003095910730579885,-0.014122358559765203,0.590216217565385,0.012179990395168363,-0.021571648355582042,2.382333332895611,-0.007047826068391596,-0.07939629838029244,0.040556874906280356,0.018040808382916714,0.06197994964420837,0.04447132177718397,0.0192961364923669,0.06402215053271616,0.08155137260875008,0.035074077122160534,0.1228551650870881,0.13225904209689818,0.03558240857161219,0.10331863225209274
77,2026072088,TRUE,0,0,,50,6100,122,122,122,33061.71745471197,24,77.01260590553284,0.28704918032786886,2.0673220222059627,1.1755210046620905,-0.037622249346048124,-0.003803486549132447,0.7883686462514273,0.053795343488544874,-0.03136916099473577,0.6346112952399228,0.0330471480271591,0.022015909646719966,1.6708580265824011,-0.04570649712530754,0.3002515618172653,0.04235711172816179,0.017799597462462884,0.06762230570528872,0.05346878655698747,0.02071608118330896,0.055532669034346845,0.07417119805213016,0.02653857688825725,0.0846804123827988,0.12976433886712954,0.035859705396210764,0.10362539608353748
78,2026072089,TRUE,0,0,,50,6100,122,122,122,32934.15757672519,24,77.77796912193298,0.2839344262295082,2.068653756316856,1.05939376945356,0.005622774676765699,-0.0533912861536389,0.9504517825689952,-0.012351563925716551,0.028570362676659685,0.6848013008317927,0.02409897984162721,-0.08878393897887818,1.9407280101131918,-0.030345557689483767,-0.07960253018456315,0.05098170919879805,0.02006410547039788,0.06570924695592295,0.03992100612209394,0.01717677876787658,0.0534965889778396,0.06580489065484384,0.025828331853892123,0.0870607996462627,0.12519277113500207,0.03561452756434645,0.10061532217225837
79,2026072090,TRUE,0,0,,50,6100,122,122,122,33030.97262212409,27,81.92587208747864,0.27885245901639344,2.0687170653375992,1.1586843804416431,7.55467337279076e-4,-0.05958470688048564,0.8570579161091715,0.013887107639423909,-0.003047690291453772,0.6839598318771831,-0.03049142521795239,0.08374287776950803,2.1223111418108296,-7.55864567386041e-4,0.04520931182191262,0.04462663763460302,0.01743544775195167,0.06507323136723207,0.049376857542734645,0.020168482198149044,0.06149906742962873,0.07077509607863718,0.030730606141502886,0.10702155399932615,0.12975149400661876,0.03529831499768471,0.10244881716436323
80,2026072091,TRUE,0,0,,50,6100,122,122,122,33181.69607742423,29,85.52231001853943,0.2845901639344262,2.067659298579838,1.0394393452115562,0.025865000551947456,0.03639971803757291,0.9364516001098818,-0.024553355262324363,0.035807984977575306,0.7530695743649188,0.001769823092103026,-0.14622439787474303,1.8791856751770744,0.032227507314110275,0.059042368363132654,0.05974114382580546,0.027508507173655657,0.06735658381152332,0.045095852466860806,0.020286771505658746,0.06592416350062008,0.06577990499760863,0.03315012659823953,0.11566722106477444,0.1249936221828732,0.036340808838630376,0.10475182853197469
81,2026072092,TRUE,0,0,,50,6100,122,122,122,32945.02457125842,27,88.70831418037415,0.28737704918032786,2.0680851956330417,1.0438831308182708,0.020735228792682806,0.04000104530743911,0.7829370800950385,0.01992781400091918,0.07381576091484647,0.8041513940262788,-0.031240391112392206,-0.13824252197678588,2.037749859558127,0.0014096184784059193,-0.07952035442798877,0.05941093317325126,0.029094051259638865,0.06082140144306943,0.060243674059887724,0.026746923144216516,0.05727978969774299,0.06006290708173656,0.03403874173382525,0.11120769624911765,0.12166721170440623,0.03528955688311838,0.10309764417189032
82,2026072093,TRUE,0,0,,50,6100,122,122,122,33095.77114541959,26,86.33419489860535,0.2772131147540984,2.0702389830776915,1.1834201972798961,-0.025525279921797928,-0.08679238697501894,0.9105931997603912,-0.013625647224143403,0.04619134411947373,0.5875806283482824,0.048115309482661794,0.008694441785946047,1.79327500438056,-0.010925062368020337,0.051451202286224365,0.046643321838120456,0.022391859166471597,0.06398017504092021,0.044667199810387845,0.020570005411909432,0.05673685574811259,0.09300949042832593,0.03705254695207416,0.08074861335710169,0.1321922987842701,0.03569250696732944,0.102572136046825
83,2026072094,TRUE,0,0,,50,6100,122,122,122,33129.11097182371,26,86.6006031036377,0.28688524590163933,2.067104958179243,1.0779806474472766,-0.043986896269434216,0.07718269138280918,0.8562711942913119,0.022328668046781967,-0.031074996441001836,0.7309911590017543,0.05452961864349071,-0.13661380981073884,1.9622281541986388,0.00916898997988943,-0.003768969981225717,0.048119939474968995,0.02201910411485596,0.08556814137050908,0.04793076367372205,0.020582819330512585,0.06202556593322268,0.061237688598523826,0.022393743755262898,0.08210640772367095,0.12610874573887676,0.03674318016534931,0.10532205558126659
84,2026072095,TRUE,0,0,,50,6100,122,122,122,32957.0497423852,25,85.97766089439392,0.2834426229508197,2.067023954469308,0.9666824715563523,0.059474316361354876,-0.22286802097654373,0.8854734956001257,-0.013654179534746402,0.03427452735587925,0.8822470805056944,-0.07462703946393111,0.09758776844311055,2.0542206061003316,-0.08576543928598342,0.04739011501034176,0.058823381266526295,0.0190310331624316,0.07507501534102466,0.04585741968713988,0.01989380795885074,0.06309364120990431,0.04391589636899278,0.022089985989761696,0.08330754343787199,0.12172049755547514,0.037360290430579764,0.1030298757254907
85,2026072096,TRUE,0,0,,50,6100,122,122,122,33044.07643392994,28,89.00903296470642,0.2824590163934426,2.0670430497837513,1.1177137269730535,6.724195603472271e-4,-0.012247633276121581,0.8844915804797232,0.013915026227797667,-0.011611363767688666,0.7019104490339498,-0.017241519589926518,0.03548009932551689,1.9446723415238085,0.027636850090494998,0.11040244505278958,0.055242342326483014,0.029987926184740707,0.06926778755101512,0.04783221394910153,0.020406386977189443,0.05744268874145961,0.08036509395111535,0.04628247129008892,0.11048516521049796,0.12798468320690834,0.03566195858460574,0.10218206134712073
86,2026072097,TRUE,0,0,,50,6100,122,122,122,33225.02350509876,27,54.50214099884033,0.28852459016393445,2.068815972735365,1.0759620937911443,0.019327557859249198,-3.4255479136436896e-4,0.8755743096843065,0.011396295426942505,-0.020364192419354533,0.8047381443099862,-0.028352819589713776,-0.08969770211722305,2.0175379934341215,0.004772219363645173,-0.009893264419199035,0.05432831899270311,0.02550856394190249,0.07127317399517538,0.04930960673485463,0.021936792951861534,0.0652208091858138,0.05923888126733641,0.03254204534707858,0.11191231478465952,0.12703111136011028,0.03655627134106316,0.10297154803646456
87,2026072098,TRUE,0,0,,50,6100,122,122,122,32875.91991009724,28,88.60599708557129,0.27967213114754097,2.069015135602558,1.1388545648506558,0.0035191761357932544,0.022072213209752882,0.8397888730847435,0.019675687124235737,-1.1710096280137687e-4,0.669839332567176,-0.028395666753348658,-0.05901332203915219,2.0160281733282286,0.03479585042992433,-0.12124293359490995,0.045033131604580584,0.020516536262742767,0.0557099509977349,0.04901069388870574,0.020151284527505472,0.05725170658953115,0.07187343901864027,0.037513057073310464,0.1232464828398895,0.1274830456402779,0.03515460944750291,0.10084710529086244
88,2026072099,TRUE,0,0,,50,6100,122,122,122,33031.82523482239,25,85.23852801322937,0.28918032786885245,2.0669301103249835,1.081083030613638,-0.011820539436359889,0.006085411228925572,0.8493142555428402,0.025153486853846354,-0.07820764081394375,0.7671174803083552,-0.003295053272352254,-0.01838685071422877,1.9910692332780158,0.06206521400826785,-0.12041719382527427,0.05124144909575908,0.020186132041547362,0.06610838375299415,0.05004746159119832,0.02038999297527734,0.060107950026596683,0.060122127583410116,0.023967601906049546,0.0808027579445779,0.12585849022302065,0.03607092185123472,0.102297719798301
89,2026072100,TRUE,0,0,,50,6100,122,122,122,33161.28985705248,28,88.70990014076233,0.28295081967213115,2.0668819630195987,1.0930814054653688,0.012315162117223692,0.040590950493658115,0.87402668049315,0.039364070370695545,-0.08581128673765161,0.7679177286728753,-0.029933154119731204,-0.12347355857138223,1.9741748748271088,0.06175432624212016,-0.00434578687853427,0.051518944065397726,0.02404616855563434,0.0729483363660473,0.053860168247310485,0.021657302188624362,0.05859286526939112,0.06220581985939589,0.03355983635552535,0.1347383947946822,0.1269209447557807,0.036648328269294754,0.10225565018456746
90,2026072101,TRUE,0,0,,50,6100,122,122,122,33061.66184449564,24,83.9820830821991,0.28065573770491803,2.0673285751871995,1.0775119190761349,-0.0072015362311818746,-0.11487360052051063,0.9349025430014605,0.007192289794192695,-0.040655552151015906,0.7024836497247449,0.00947060747424528,0.1148759078737392,2.1342923914326337,-0.045547548448815034,-0.03638302008770771,0.05046048145585082,0.02000515303121348,0.07694173959434188,0.04533291467820267,0.018752105813699287,0.055944340861200224,0.061852257256683585,0.0239159577226573,0.07463657937681269,0.12612207568147385,0.035756915102122595,0.10383841034902412
91,2026072102,TRUE,0,0,,50,6100,122,122,122,33096.4979133755,28,75.35308313369751,0.28098360655737703,2.067366078530919,1.1697399294449002,-0.011378506925587853,0.026472086659087405,0.9176200054038736,0.002816795024844651,-0.10936395013524199,0.6305751411273166,0.013054654168022461,-0.08113142700093982,2.0050053283182407,0.037269313116527196,-0.08348094562286798,0.042919883075838584,0.01678875018877953,0.0538299041921684,0.04453714358149918,0.017761319906859304,0.05884782296462363,0.07642331719454645,0.02908633017120958,0.10469256955308663,0.13124445401353332,0.03547825392204831,0.10192352469227196
92,2026072103,TRUE,0,0,,50,6100,122,122,122,33132.96222176915,25,71.44463992118835,0.2798360655737705,2.067224077061686,1.04802023632075,0.019465060294940318,-0.002944420321687926,0.9313009829925033,0.012532323192389148,-0.10888609934962609,0.7495156372081666,-0.018020493420315795,0.02156240419922744,1.9033710140317133,-0.014291340533785358,0.005454097863860758,0.05440855255992355,0.019697880566258995,0.06783808322623175,0.045273794327694794,0.01828801672920003,0.06349935711709499,0.060332248091728984,0.024673064030226774,0.0940269707182245,0.12555000136885922,0.03652162154614253,0.10355213982411951
93,2026072104,TRUE,0,0,,50,6100,122,122,122,33013.93725942452,27,73.05726790428162,0.2798360655737705,2.067971330894746,1.0996473558075925,0.015070646123007786,0.013777947883974882,1.0173728468121395,-0.04006945292282657,0.03523037170628328,0.6955107207547023,-0.029906523440723965,-0.09996370224180688,1.9411310517133504,-0.0010836412012946064,-0.1825545391515946,0.049145297430222765,0.01768208912344636,0.06598660192523487,0.041369397675948924,0.0166601674738291,0.058146291947619826,0.0660599122987549,0.029116057497783815,0.13767821427427634,0.13042894481012773,0.036392656826333115,0.10162384529860968
94,2026072105,TRUE,0,0,,50,6100,122,122,122,32873.151834838536,26,72.97570300102234,0.2662295081967213,2.067556218766549,1.1157781389706942,-0.025264570871200667,0.03860488930538244,0.9417622098511204,-0.0179020429330329,-0.019541458487534916,0.5924305487553265,0.04549521376526206,-0.023922336887767296,2.0085946783437927,0.06599615995644247,-0.08411021666215265,0.047970890964628546,0.021271502543787145,0.0646729276131876,0.04114863861995118,0.01832887127661097,0.059054898067153146,0.08344965049557398,0.03181007647382418,0.0881458151437754,0.12819027865352076,0.035413006235473755,0.10267588580927
95,2026072106,TRUE,0,0,,50,6100,122,122,122,33073.8587790717,28,75.49235510826111,0.28065573770491803,2.0673575194820537,1.0486767163540005,0.0178221027518444,-0.11534252034509843,0.9040384629061177,0.0016431799755749338,0.06578543416822488,0.7759214395153265,-0.02646391316000022,0.08572142779575379,2.1271842741712064,-0.014465215767992232,0.09150596060298857,0.054168409049853025,0.01986189198652675,0.0768498625325377,0.04815739651211417,0.019662547014008745,0.05840571257467213,0.057691811872832184,0.02457404547952465,0.08571052404577545,0.1255772088556214,0.03623338287615751,0.10390055174303042
96,2026072107,TRUE,0,0,,50,6100,122,122,122,33085.27345155404,27,54.48359203338623,0.29180327868852457,2.070161449211461,1.0782299868736627,-0.018111526575935094,0.009746001908141696,0.8834606222907553,-0.0011340829357701543,0.02605668630726712,0.7361339005266364,0.02154092105933047,-0.02910393492637888,1.9270183049477412,0.006607994318927818,0.0032196168882082737,0.051033902113547934,0.021436681857694505,0.07469740107644031,0.045402315826429875,0.01946488141264873,0.06205712023967107,0.0626498527073123,0.02459031980068116,0.08051985790241278,0.12607978612466714,0.0357575760817903,0.10414054771057786
97,2026072108,TRUE,0,0,,50,6100,122,122,122,33101.83056762023,29,76.41483497619629,0.28114754098360656,2.0714980187513143,1.1349606737056708,0.020270900268755075,-0.11475100957642613,0.8995363601015686,-0.004286318455187034,0.06813793414297062,0.6932940972030835,-0.0349882666880995,0.07585321137273841,2.049578792145258,-0.048874427480460475,0.16871795704465212,0.053409258833190504,0.023481695391326236,0.06226607312011565,0.046466062374228664,0.019814493848203777,0.056087964343129945,0.07701430777771931,0.040630478693453674,0.10732695920810019,0.12949450195950224,0.03641999395563333,0.10344987943973821
98,2026072109,TRUE,0,0,,50,6100,122,122,122,33054.7600536713,20,65.40152502059937,0.28262295081967215,2.0687289400883855,1.075641392668319,-0.021230862585893205,0.04266602902900222,0.8538775279116485,0.03959788664475945,0.05741802299254607,0.6931519883691319,0.026653900410363248,-0.007059647666726598,1.970155125419552,-0.048951636758231054,0.08655185392840285,0.05517066784471437,0.028658378151015348,0.07144410657995438,0.048411994568174826,0.019379028922755396,0.05072942105670055,0.07545882288404163,0.03342300391222265,0.08038711611754605,0.12457329211940986,0.03590307779029924,0.10434676290329128
99,2026072110,TRUE,0,0,,50,6100,122,122,122,32929.23895506117,25,71.96697497367859,0.2840983606557377,2.066721423002976,1.155670235085164,0.005189542132692507,-0.10099546131896824,0.8817354078044095,-0.0025444991948916835,0.08556463004049876,0.5867293446752309,-0.027244827278086112,0.25887750404418863,1.930017359458357,-0.009419481248865916,0.1929962688646408,0.0424009576472724,0.01802647053411448,0.06251839008896266,0.042861746458734494,0.018385651365527656,0.054907859823342786,0.07517884297345244,0.03765368434259639,0.11419039898601475,0.12775216946994805,0.03443442452118295,0.10245512754096965
100,2026072111,TRUE,0,0,,50,6100,122,122,122,32950.773168807624,26,72.16733193397522,0.28114754098360656,2.0692182428483497,1.12670352883431,0.02187368856031237,-0.0782643740112256,0.8524972202102925,0.005512165787295332,0.014438160833105443,0.613825186461758,-0.040774249214439784,0.27633473505271666,2.1286304854740044,0.01386131528930122,0.04860267213064082,0.04427644602708076,0.017494958011779114,0.06051414455272653,0.04511111167574034,0.020260973215580756,0.0604988443618567,0.06933243895570287,0.035401306008751056,0.11739495640957993,0.12579669104737398,0.03507212064058619,0.1044837739463166
