n_requested,n_converged,convergence_rate,n_with_errors,mean_total_n,sd_total_n,min_total_n,max_total_n,mean_family_size,mean_elapsed_seconds,total_elapsed_hours
100,100,1,0,6100,0,6100,6100,122,73.31995573282242,2.0366654370228447
